"ec","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","description"
"1.8.4.12",15035.52,8198.12,10226.22,17405.77,19501.73,52340,10178.75,2796.8,37209.23,9240.34,17939.88,36846,27829.51,3707.19,27018.44,19901.83,62356,59118.5,34485.66,27955.35,24964.542,"Peptide-methionine (R)-S-oxide reductase"
"2.1.1.190",15321.87,6285.97,11357.79,19309.77,51537.03,38110,9904.75,1820.4,36458.26,9004.41,18758.23,30744.23,34933.49,3616.29,23312.01,19246.41,50884.84,62019.33,39233.97,15761.55,24881.03,"23S rRNA (uracil(1939)-C(5))-methyltransferase"
"3.5.1.1",38886.31,12022.91,9961.53,30633.27,30021.12,42648.1,14037.75,812.8,31792.45,19074.86,22500.76,32296.04,23952.16,8907.33,35990.69,21820.78,34599.44,31901.38,29604.22,26079.35,24877.1625,"Asparaginase"
"3.4.11.18",28217.86,8943.67,15351.55,23452.57,33504.72,39607,14081.75,31398.4,32183.41,13910.69,19978.64,26827.08,20649.53,6390.68,29077.26,24135.55,45337.23,35025.36,30379.56,18693.85,24857.318,"Methionyl aminopeptidase"
"4.2.1.20",27817.03,7505.55,13930.99,18452.21,27399.99,43498.4,20367.5,2992,59056.69,13991.84,16690.07,20722.46,12471.68,6160.33,23569.05,32356.23,86844.66,6920.9,44534.36,7317.7,24629.982,"Tryptophan synthase"
"2.5.1.54",40470.96,11022.84,14735.08,31486,31212.96,27876,17312.75,1943.4,14021.5,19143.71,24269.73,27050.79,14986.97,9102.36,32431.56,29933.68,55579.02,33145.38,34625.39,21342.35,24584.6215,"3-deoxy-7-phosphoheptulonate synthase"
"1.2.7.3",780.4,2602.33,13081.62,25476.02,15439.37,2168,5892,222,138102.72,5429.64,26466.78,12381.2,3987.32,1434.72,20099.66,7839.46,17168.94,173205.5,17552.96,1186,24525.832,"2-oxoglutarate synthase"
"2.3.1.51",27991.41,9565.4,14793.65,23428.37,35693.82,28270.9,10583.5,33390.4,49968.49,13913.96,17915.47,28869.33,20982.98,6306.15,27261.82,18718.32,36944.18,35068.31,30596.72,19039.7,24465.144,"1-acylglycerol-3-phosphate O-acyltransferase"
"5.3.1.6",26915.01,10556.41,10249.42,22338.27,37532.08,40012,14323.75,2914.8,31820.04,14793.98,19648.63,35938.02,25947.3,6179.41,29107.78,23476.58,43646.52,32574.48,28704.22,30754.85,24371.6775,"Ribose-5-phosphate isomerase"
"2.7.1.202",26353.01,11968.74,4173.5,17711,23061.29,108375.4,18025,1220.2,10446.37,14378.25,15513.92,56389.2,38807.07,863.08,27970.58,18080.72,13052.51,6056.92,24426.07,49886,24337.9415,"Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase"
"5.3.1.1",15348.87,6412.57,11527.73,19349.47,47640.53,23416.2,9934.75,32112.4,36328.06,9293.64,18518.43,25592.04,27537.34,3667.16,23202.85,19294.37,49540.62,61794.84,30255,15809.95,24328.841,"Triose-phosphate isomerase"
"2.2.1.1",19429.98,5788.83,10417.43,18485.17,58343.03,79692.2,5976.75,33190.4,33443.96,8942.65,14360.92,27855.16,24943.03,3815.33,19129.95,11633.68,30805.91,35238.88,28397.46,15635.35,24276.3035,"Transketolase"
"3.6.1.13",26942.88,10140.95,10759.92,22211,34027.73,66129.1,8928.75,867.8,16435.36,13905.86,20418.18,34486.35,27958.25,6250.12,28194.25,20852.67,42464.12,34404.21,29418.66,30473.85,24263.5005,"ADP-ribose diphosphatase"
"3.4.11.4",26521.25,9669.95,10222.48,26322.2,34940.99,39099.1,9701,571.3,37965.21,13596.52,21310.62,34939.19,24439.85,6229.45,30466.57,21162.17,16489.47,59402.88,30796.18,30433.6,24213.999,"Tripeptide aminopeptidase"
"3.1.3.15",27651.21,10742.07,14726.16,23411.44,19659.33,53122.3,18471.75,1483.8,32078.3,14784.84,22230.22,26512.7,12484.13,6174.65,26700.78,31050.01,52762.98,33434.81,27725.84,23533.85,23937.0585,"Histidinol-phosphatase"
"2.7.1.11",28840.75,8851.06,13589.75,23455.07,59807.56,24735.8,15179,693.4,47259.3,14269.46,19540.65,27060.03,24592.82,6376.23,25781.17,24485.26,26222.71,33033.01,34615.08,18528.2,23845.8155,"6-phosphofructokinase"
"1.3.1.9",14205.54,7780.12,12642.49,14007.17,21220.87,25171,11104.75,62116.8,49081.15,9468.02,14508.27,33259.75,18822.13,3421.83,24602.94,19086.87,44868.29,32549.7,30631.28,28217.35,23838.316,"Enoyl-[acyl-carrier-protein] reductase (NADH)"
"5.1.3.1",14169.4,7730.12,9221.29,14047.77,33821.31,51676.8,10143.75,31358.8,32928.1,9332.19,14671.58,36606.79,26009.55,3370.83,22878.42,18991,46905.69,33187.74,31307.23,28004.35,23818.1355,"Ribulose-phosphate 3-epimerase"
"2.7.1.194",50681.23,10753.99,16389.97,36177.7,11964.66,113075.5,17263,581,6052.03,21996.68,22411.47,24818.14,14304.42,11627.84,34261.67,25884.51,10318.35,4374.43,15170.52,26357,23723.2055,"Protein-N(pi)-phosphohistidine--L-ascorbate phosphotransferase"
"2.3.1.180",26725.62,9367.34,10405.47,23243.47,23276.79,28358.5,14949,31372.4,47153.7,13876.54,18738,27233.76,17929.16,8851.61,25098.73,23214.52,43333.07,31768.52,28590.75,18573.6,23603.0275,"Beta-ketoacyl-[acyl-carrier-protein] synthase III"
"2.7.1.15",39128.94,11156.84,19752,32399.6,33978.68,27881.5,12910,1616.4,17453.97,18600.04,25538.6,23274.16,21549.4,9171.31,31991.08,28347.67,28533.48,36805.56,29892.99,20990.1,23548.616,"Ribokinase"
"6.3.2.6",26581.81,8592.34,13881.94,22412.27,22635,27470,14139.5,31412.4,30282.13,13682.39,19042.2,27178.39,17100.13,6211.33,26830.19,23716.11,56902.78,32856.84,30560.31,18932.1,23521.008,"Phosphoribosylaminoimidazolesuccinocarboxamide synthase"
"1.6.99.3",13256.71,8280.06,7909.32,8841.4,11410.89,39185,10329,121428.8,26040.26,8809.27,10135.39,36660.17,18451.05,3333.01,19497.4,20497.27,47907.43,4205.1,26185.99,27863.5,23511.351,"NADH dehydrogenase"
"6.5.1.2",26581.81,8482.34,10006.83,22378.77,29922,25084,14095.75,31239.4,30299.66,13662.72,19016.31,24791.03,19837.57,6073.33,26292.71,23260.68,55705.65,32642.84,32020.91,18670.85,23503.258,"DNA ligase (NAD(+))"
"6.1.1.7",15317.25,6137.45,10769.28,19124.57,39386.53,22361,9934.75,31278.4,37183.86,8952.64,18287.43,25862.74,21984.78,3631.99,22377.11,20284.2,48195.05,61195.86,29728.85,15894.95,23394.4345,"Alanine--tRNA ligase"
"2.7.1.121",38785.48,13812.7,4237.85,28059.7,22942.47,96019.8,13068,3161.2,9767.38,18613.87,18947.82,42170.34,20883.21,8586.95,32034.11,18777.07,7980.49,2117.46,20997.91,45061.5,23301.2655,"Phosphoenolpyruvate--glycerone phosphotransferase"
"1.1.1.399",27350.38,8460.82,9791.16,22518.67,33712.68,54026.5,14282.75,2053.4,28041.82,14149.79,18047.68,25651.64,14523.28,6003.32,29308.47,24283.39,54941.4,30974.45,28456.67,18598.25,23258.826,"2-oxoglutarate reductase"
"1.1.1.95",27350.38,8460.82,9791.16,22518.67,33712.68,54026.5,14282.75,2053.4,28041.82,14149.79,18047.68,25651.64,14523.28,6003.32,29308.47,24283.39,54941.4,30974.45,28456.67,18598.25,23258.826,"Phosphoglycerate dehydrogenase"
"2.1.2.2",26570.81,8482.34,10306.07,22473.67,22920.4,25281,14192.5,31204.4,30484.33,14012.39,18980.7,24674.74,16093.6,6223,27237.52,23408.61,59090.98,32903.17,30309.46,18932.1,23189.0895,"Phosphoribosylglycinamide formyltransferase"
"3.4.11.9",14651.45,7995.37,13377.3,14202.77,28520.86,23034.8,6806.75,31494.8,54471.86,9380.04,17839.26,35453.49,21533.29,3880,23498.5,15289.25,44270.58,41013.86,27154.74,28039.55,23095.426,"Xaa-Pro aminopeptidase"
"2.3.1.9",14015.85,9836.15,11549.29,14076.4,29358.99,24130.1,5189,1938.8,20016.4,9991.57,14656.3,42320.21,29759.38,4262.42,31866.3,19786.7,79601.73,35051.37,33713.02,28607.5,22986.374,"Acetyl-CoA C-acetyltransferase"
"1.4.1.13",29950.39,6503.06,17684.33,25876.84,50986.13,38658.9,11624.5,2454,63021.28,13694.7,17511.3,18135.83,14197.29,6505.65,21626.35,16320.52,39248.12,33042.1,25202.67,6845.1,22954.453,"Glutamate synthase (NADPH)"
"1.4.1.14",29950.39,6503.06,17684.33,25876.84,50986.13,38658.9,11624.5,2454,63021.28,13694.7,17511.3,18135.83,14197.29,6505.65,21626.35,16320.52,39248.12,33042.1,25202.67,6845.1,22954.453,"Glutamate synthase (NADH)"
"2.7.1.49",26757.81,8387.67,13568.59,22320.67,30466.8,26111.2,14180.75,2712.4,31729.33,13970.56,18777.27,32271.14,20906.79,6100,29229.03,25252.68,47885.71,33388.14,28280.29,26101.85,22919.934,"Hydroxymethylpyrimidine kinase"
"2.7.4.7",26757.81,8387.67,13568.59,22320.67,30466.8,26111.2,14180.75,2712.4,31729.33,13970.56,18777.27,32271.14,20906.79,6100,29229.03,25252.68,47885.71,33388.14,28280.29,26101.85,22919.934,"Phosphooxymethylpyrimidine kinase"
"3.2.2.27",14168.78,6504.93,10454.2,14202.3,39325.02,37878.4,10082.75,33425.4,30335,8837.39,16059.55,23751.88,26616.46,3469.33,20597,22515.74,63077,33949.07,25681.54,15817.35,22837.4545,"Uracil-DNA glycosylase"
"5.4.99.5",27871.24,8650.43,15174.92,23453.84,32595.5,13504,14067.75,1844.4,35524.03,14459.04,20075.11,27376.16,15871.99,6487.4,27352.02,27404.85,46234.44,36360.34,38676.47,18820.85,22590.239,"Chorismate mutase"
"5.4.99.12",14197.43,7758.24,10180,14079.17,30775.38,36507.8,10143.75,31319.8,32725.3,9255.19,15502.83,34427.5,23649.51,3437.33,22221.01,17753.25,45143.46,34516.42,29492.54,27939.35,22551.263,"tRNA pseudouridine(38-40) synthase"
"3.6.3.27",14197.31,7974.57,9182.3,14015.94,32120.08,35783.3,10146.75,31218.8,31334.74,9149.19,14617.91,35121.38,29415.53,3343.33,22234.65,17558.18,45068.94,32536.98,27468.23,27916.35,22520.223,"Transferred entry 7.3.2.1"
"6.3.4.19",14195.4,7858.12,9328.29,14033.77,26603.81,37462.8,10143.75,31421.8,32895.1,9588.19,14710.98,36105.02,24677.62,3370.83,22835.42,19017,46858.69,33145.85,26512.23,28004.35,22438.451,"tRNA(Ile)-lysidine synthetase"
"2.7.7.41",26459.52,8493.34,12966.63,22315.27,27844,26013.5,18298.5,31405.4,29520.32,13932.72,16764.88,24969.86,20037.5,6023.33,25716.76,24377.68,33921.45,31729.84,26018.11,19035.1,22292.1855,"Phosphatidate cytidylyltransferase"
"5.4.99.19",28326.09,8283.47,14250.32,27323.6,28659.24,38098.8,12957,410.4,18613.18,14179.73,21036.55,22589.02,19468.14,6379.65,27377.52,20182.11,32119.08,59918.13,27049.21,18183.8,22270.252,"16S rRNA pseudouridine(516) synthase"
"2.7.1.40",28814.16,8612,14514.77,24165.27,29557.25,25420,14014.75,1752.4,32398.88,13908.36,20093.24,24620.54,19805.01,6287.05,26219.82,24197.75,48133.41,35201.48,27597.54,18644.85,22197.9265,"Pyruvate kinase"
"2.5.1.31",15129.67,6029.57,10752.33,19190.57,27402.28,21883,9934.75,31239.4,35436.36,8865.64,17864.43,22752.48,19390.63,3660.16,21474.35,18906.48,45406.72,60494.04,25019.64,15806.95,21831.9725,"diphosphate specific)"
"4.4.1.5",14045.48,7330.18,9786.88,13774.7,18974.18,50416,11361.75,2676.8,48600.63,9903.25,15277.59,36997.64,21666.33,3459.22,21967.99,17542.73,47753.77,34234.75,21445.85,28056.75,21763.6235,"Lactoylglutathione lyase"
"2.7.6.1",15014.05,6193.17,9229.84,15822.77,40115.46,36145,9937.75,31332.4,30757.66,8601.21,14290.38,25351.98,30616.84,3426.69,19005.6,17833.68,43075.23,32648.95,29770.74,15783.35,21747.6375,"Ribose-phosphate diphosphokinase"
"1.5.1.2",26729.81,8601.34,14487.99,22290.27,30406.08,26302,14080.75,1568.4,31095.16,13700.72,19475.24,25856.46,20584.71,6229.33,25176.06,23695.83,42866.66,34334.87,28122.54,18644.85,21712.4535,"Pyrroline-5-carboxylate reductase"
"4.2.1.17",38707.67,12949.99,10477.34,31619.1,13781.47,13022.3,12951.5,1013.4,13998.3,18739.12,21011.53,20812.98,5815.17,9326.35,37267.45,23480.13,65843.97,30790.87,30341.03,21494,21672.1835,"Enoyl-CoA hydratase"
"2.8.1.1",37796.61,9863.38,20277.24,25354.7,6048.44,14249.4,17185.5,61273,10251.38,17716.5,21152.08,11690.48,2799.38,9064.51,26235.21,31634.31,65158.36,10090.66,24631.92,9611,21604.203,"Thiosulfate sulfurtransferase"
"3.1.3.16",15091.37,6006.66,10067.87,19885.5,57902.27,37342,4682.5,1648.4,18970.75,9583.63,15888.74,33091.57,31549.93,3644.9,21950.05,11995.55,16936.45,59502.03,31696.88,23073.2,21525.5125,"Protein-serine/threonine phosphatase"
"2.7.1.4",38935.43,10543.56,11748.71,27338.4,31237.96,56939.4,13810,3241.4,23172.63,17957.29,19499.68,23583.41,17469.38,8769.36,27993.07,24118.46,22050.38,3006.22,25532.4,20996.5,21397.182,"Fructokinase"
"2.7.1.24",14976.38,5895.84,9444.29,19050.1,27059.03,21881,9934.75,31055.4,33720.66,8754.04,16955.05,22542.05,19333.67,3509.69,21176.56,18711.18,44906.05,58127.64,24717.21,15783.35,21376.697,"Dephospho-CoA kinase"
"3.4.21.107",14589.66,5623.33,9598.86,18074.04,32387.99,22335.9,9051.75,33486.4,16469.21,9094.49,17114.73,23800.82,20353.56,3582.17,21511.65,18445.15,48173.1,58366.72,28035.36,15616.95,21285.592,"Peptidase Do"
"2.7.1.71",26543.23,8683.34,10972.47,22390.94,26233.25,25145,14070.75,1901.4,31083.33,13672.39,19527.78,25755.43,14735.26,6288,25582.64,23814.11,45560.52,34549.77,30144.99,18641.85,21264.8225,"Shikimate kinase"
"6.1.1.15",14147.4,5982.72,9137.18,14035.27,27988.71,36053,10014.75,31278.4,31284.8,8421.22,13792.63,30289.75,20634.75,3370.83,21840.67,18970.5,44749.69,33027.74,25930.21,23263.35,21210.6785,"Proline--tRNA ligase"
"3.4.22.70",1909.92,10268.94,5683.96,4791.1,52491.3,45739,891,794,21580.43,5359.61,11900.45,50788.2,43115.15,374.3,21982.39,6011.75,22722.97,35851.82,35796.31,46112.6,21208.26,"Sortase A"
"5.4.2.2",14268.82,7797.64,10045.8,15078.14,34515.74,35543.8,10468.75,1682.8,30536.5,9228.62,16872.21,33556.05,22982.5,3571.13,22277.28,18094.31,55218.84,33345.95,20791.24,27813.95,21184.5035,"Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)"
"2.3.1.12",13142.22,7976.27,7899.05,12911.9,6551.66,38503.8,9392.75,31554.8,15057.31,8641.93,13032.22,43143.82,19195.43,3307.5,28543.36,20148.54,49408.03,30526.65,27822.63,35290.75,21102.531,"Dihydrolipoyllysine-residue acetyltransferase"
"1.21.4.2",82.6,1047.8,16062.8,29765.79,2818.26,0,0,0,41932.9,3328.2,31720.91,2098.48,104.8,1608.6,26548.44,8604.1,30883.8,205314.8,19493.09,212.2,21081.3785,"Glycine reductase"
"2.7.7.60",15754.25,4353.05,11502.02,19393.87,28380.43,8799.4,9775.75,31983,35549.46,8970.84,17631.94,16181.64,10408.73,3690.66,20885.27,20848.13,52636.48,62337.9,31872.94,3764.95,20736.0355,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"
"2.7.4.8",14157.18,6090.84,9010.63,14021.77,40096.96,22009,9937.75,31253.4,29654.3,8382.56,13909.38,25705.31,28789.17,3343.33,18950.77,17479.68,44171.45,32346.84,29565.74,15783.35,20732.9705,"Guanylate kinase"
"6.3.5.2",14319.6,6009.17,9630.69,14063.34,30078.13,22206,10176.5,31416.4,29866.88,8435.22,13957.21,23829.65,20244.84,3443.04,19936.75,17632.33,59635.99,32759.83,29006.34,16044.6,20634.6255,"GMP synthase (glutamine-hydrolyzing)"
"1.2.1.11",26458.14,8033.34,12615.85,22273.27,27818,24510,9636.75,31206.4,29343.16,13076.72,16508.03,22778.43,17525.21,6108.33,25175.28,16341.58,27557.16,31469.14,25457.03,18499.85,20619.5835,"Aspartate-semialdehyde dehydrogenase"
"3.1.11.2",14089.02,5977.84,5864.4,14095.27,29068.71,22172.2,10010.5,32559.4,30033.35,8722.22,13863.98,22282.02,22128.77,3409.34,20091.24,17215.01,61218.11,32770.96,27225.34,16044.6,20442.114,"Exodeoxyribonuclease III"
"5.4.99.25",14118.02,5913.84,8968.97,14027.77,26271.71,21896,9970.75,60726.4,29286.3,8377.22,13627.38,22469.82,18874.5,3365.33,18682.76,17422.68,42910.45,32293.84,23698.61,15832.35,20436.735,"tRNA pseudouridine(55) synthase"
"6.3.2.12",14294.19,5970.84,9014.97,14035.77,34859.46,22305,9940.75,31069.4,29526.3,8444.22,13809.88,25458.82,23712.17,3339.33,18902.76,17693.68,44486.45,32398.84,31793.41,15783.35,20341.9795,"Dihydrofolate synthase"
"6.3.2.17",14294.19,5970.84,9014.97,14035.77,34859.46,22305,9940.75,31069.4,29526.3,8444.22,13809.88,25458.82,23712.17,3339.33,18902.76,17693.68,44486.45,32398.84,31793.41,15783.35,20341.9795,"Tetrahydrofolate synthase"
"1.8.4.11",14299.78,5698.6,9745.05,17274.27,13933.13,50746.2,5546.75,2754.4,32829.96,7850.38,16603.54,24670.12,19594.8,3627.36,22065.53,15730.25,44244.65,57963.12,26064.26,15597.35,20341.975,"Peptide-methionine (S)-S-oxide reductase"
"6.3.2.5",14147.82,7663.24,9057.12,13966.77,23581.81,36681.8,10107.75,1727.8,31188.1,9234.19,14590.87,33701.89,24207.11,3324,22063.42,17355.19,44816.81,32542.73,28779.2,27867.35,20330.2485,"Phosphopantothenate--cysteine ligase (CTP)"
"1.1.1.3",26514.53,8301.49,8917.74,22255.97,27814.68,25977,14047.75,1578.4,27680.93,13442.62,17957.9,22398.63,14961.57,6060.03,24978.12,23139.37,42309.6,29986.7,29201.2,18598.25,20306.124,"Homoserine dehydrogenase"
"2.4.2.14",14135.55,5897.84,9878.11,14166.27,26940.09,22898,10916.75,31081.4,46324.27,8560.89,13872.34,24245.57,17412.79,3339.33,19549.28,17462.28,42455.98,32345.84,26906.31,15950.35,20216.962,"Amidophosphoribosyltransferase"
"6.3.2.10",14079.02,5897.84,9313.21,14004.77,28146.11,22934,10916.75,31265.4,46100.1,8508.39,13808.38,24184.99,19873.39,3339.33,18898.43,17445.12,43135.45,32624.84,23809.11,15950.35,20211.749,"UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase"
"4.3.2.2",27526.13,8430.19,12833.43,18895.47,35788.75,25137.5,13984.75,31016.4,24434.78,13606.14,15840.68,23948.29,20521.56,5926.28,21101.05,21506.89,37070.29,5974.66,21075.19,18580.45,20159.944,"Adenylosuccinate lyase"
"2.6.1.16",14431.5,6568.96,10627.85,10891.67,27637.71,37050,14381.75,31743.4,28327,8852.22,14087.17,24431.87,20945.29,3409.83,17054.16,24010.43,55172.8,10386.52,25846.1,15977.35,20091.679,"Glutamine--fructose-6-phosphate transaminase (isomerizing)"
"3.1.3.18",14523.36,3842.22,8619.48,14950.11,32570.14,34149.4,9936.25,32226,25722.91,8175.07,12888.84,14247.94,12265.42,3347.19,18035.46,16498.33,75685.82,30741.62,29054.49,4061.85,20077.095,"Phosphoglycolate phosphatase"
"3.1.26.11",14042.4,7450.79,10877.69,14623.7,33451.46,37800.1,14312.75,562.8,32284.88,8926.68,12256.11,38302.06,34479.44,3269.52,19369.77,16734.6,13279.71,30736.44,30256,28055.35,20053.6125,"Ribonuclease Z"
"4.1.1.23",14077.02,5897.84,9124.27,14086.77,26532.78,22770,10916.75,31071.4,46119.1,8527.22,13666.38,23833.22,19057.9,3339.33,19191.26,17445.01,42880.45,32333.84,23766.11,15950.35,20029.35,"Orotidine-5'-phosphate decarboxylase"
"2.1.1.37",25775.93,5846.4,8641.81,29583.1,22022.58,23443.5,9306,266,30585.45,12571.58,22681.66,10481.24,9102.1,6137.48,26197.16,17684.86,30258.89,80424.72,23201.97,5979.6,20009.6015,"DNA (cytosine-5-)-methyltransferase"
"2.5.1.75",14077.02,5897.84,9003.47,14086.77,26553.11,21881,10916.75,31255.4,46114.3,8527.22,13663.38,23174.82,18881.9,3339.33,19141.26,17409.01,42880.45,32333.84,23716.11,15950.35,19940.1665,"tRNA dimethylallyltransferase"
"6.3.1.2",15866.31,6947.29,9160.25,10908.94,44056.43,22139,10062.25,31320.4,26480.47,9338.71,11033.42,30531.29,23340.62,3468.86,16826.36,17132.36,55243.45,6413.32,31063.64,16302.85,19881.811,"Glutamine synthetase"
"3.5.4.25",26358.13,6546.82,13138.46,18118.77,19557.58,25579.2,13966.5,60667,24109.78,12245.59,14538,13818.6,11848.41,6170.83,19540.36,22525.1,52238.28,5894.51,23265.96,6845.1,19848.649,"GTP cyclohydrolase II"
"2.5.1.6",14082.08,6324.84,9946.97,14004.77,33856.28,21891,9998.75,31239.4,30734.3,8484.22,14326.38,23253.46,20865.68,3440.33,18680.56,17455.12,42928.05,34260.64,24270.52,15806.35,19792.485,"Methionine adenosyltransferase"
"3.1.3.11",25746.81,7866.68,10018.48,22347.34,17542.83,24437,9633.75,31157.4,30733.03,13122.39,17220.85,22165.05,9587.88,6118.33,25389.73,15866.08,29324.72,33711.28,24994.14,18522.85,19775.331,"Fructose-bisphosphatase"
"2.3.1.1",39322.93,8938.16,12878.36,26337.64,22928.07,27167.2,17170.25,1611,6121.94,17514.32,18773.89,13553.78,6639.55,8878.37,26308.73,28472.46,64632.43,3886.65,34014.87,9705.25,19742.7925,"Amino-acid N-acetyltransferase"
"6.2.1.3",26665.52,7175.4,16592.34,17467.67,18292.37,12642,15951.5,1133,58933.38,13951,13681.99,16927.36,6807.42,5980.48,23208.03,26316.35,63813.27,5177.81,36484.95,7233.5,19721.767,"Long-chain-fatty-acid--CoA ligase"
"6.1.1.12",14903.38,5913.24,9944.19,14050.07,30175.71,22516.2,9934.75,32414.4,29395.36,8717.64,13939.18,23207.65,19721.17,3354.49,19093.15,17496.31,44864.45,32655.24,25921.41,15783.95,19700.097,"Aspartate--tRNA ligase"
"2.7.8.13",14107.02,6055.84,8987.11,14025.77,27471.71,22570,14408.75,31239.4,29273.3,8783.22,13635.81,23987.39,19982.07,3463.33,18680.76,19911.68,44130.45,32306.84,23899.41,15920.35,19642.0105,"Phospho-N-acetylmuramoyl-pentapeptide-transferase"
"6.1.1.1",14552.18,6027.24,10055.4,14932.07,26229.71,21893,9934.75,32119.4,31419.36,8578.64,14594.18,22940.29,19228.86,3472.49,20787.17,17627.05,43200.52,34765.88,23757.61,15806.95,19596.1375,"Tyrosine--tRNA ligase"
"2.1.2.1",14097.16,5866.51,9042.8,13932.77,24541.47,21883,9946.75,31537.4,29616.3,8409.22,13715.88,22408.03,18242.61,3337,19083.42,17368.34,54344.45,32491.5,25894.51,15783.35,19577.1235,"Glycine hydroxymethyltransferase"
"2.4.2.10",14690.02,5882.84,5299.97,14004.77,36088.87,21539,9934.75,31055.4,29248.3,8350.22,13707.67,23169.57,21074.5,3331.33,18645.76,17014.68,42894.45,32196.84,26022.8,15783.35,19496.7545,"Orotate phosphoribosyltransferase"
"2.7.6.3",13585.66,8013.24,9264.47,9050.94,16146.47,7792.8,11256.5,31249.8,43883.27,8767.52,13203.37,34105.24,18263.58,3293,20420.79,17997.01,62088.83,6922.7,25188.93,28378.6,19443.636,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase"
"2.1.1.199",14124.22,5882.84,8968.97,14004.77,31123.46,21881,9934.75,31239.4,29248.3,8350.22,13711.38,23118.82,20083.5,3339.33,18640.76,17467.68,42894.45,32278.84,26510.74,15783.35,19429.339,"16S rRNA (cytosine(1402)-N(4))-methyltransferase"
"2.7.7.18",15101.71,5472.57,10267.92,19174.57,30085.86,20559,5418.75,1441.4,35491.06,8667.64,16315.43,22291.59,19929.45,3495.49,22385.75,11743.42,35109.08,60801.84,27012.2,15589.95,19317.734,"Nicotinate-nucleotide adenylyltransferase"
"2.3.1.179",14191.45,8377.84,8804.11,13941.44,20688.9,22734.5,14462.75,32580.4,28789.44,8963.22,13446.43,23667.52,18089,3459.33,18024.76,19708.29,45114.79,31514.84,23390.88,15917.35,19293.362,"Beta-ketoacyl-[acyl-carrier-protein] synthase II"
"6.3.4.15",14077.02,5880.84,9000.57,13943.17,28838.71,21881,9990.75,31467.4,28912.3,8663.22,13639.67,22915.82,18045.5,3332.33,18446.09,17480.01,46246.65,32272.17,24901.55,15783.35,19285.906,"Biotin--[biotin carboxyl-carrier protein] ligase"
"6.1.1.10",15102.05,6518.57,9014.68,14021.57,26603.71,22370.2,9934.75,33021.4,29405.5,8411.82,13864.68,23227.6,19432.89,3353.13,18714.21,17445.62,43039.17,32521.52,23765.61,15783.95,19277.6315,"Methionine--tRNA ligase"
