"ko","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","description"
"ko:K02314",26584.38,8643.34,10897.86,22398.27,32022.97,25534.7,14084.75,63339.4,31342.38,13837.54,19436.63,24112.97,20243.05,6173.98,25886.45,23365.25,43488.12,34510.28,31968.89,18742.85,24830.703,"replicative DNA helicase [EC:3.6.4.12]"
"ko:K10823",26746.47,7904.05,13612.09,31423.07,28882.93,39611.8,8699,630.4,20867.31,13286.14,25269.47,24801.26,17684.42,6527.32,33104.07,23353.24,40023.41,84795.55,28971.2,18057.2,24712.52,"oligopeptide transport system ATP-binding protein"
"ko:K02057",2555.77,4202.62,13755.81,19074.2,53906.01,34893.2,875,4533.8,28746.12,5296.48,18034.44,35552.16,29672.53,1326.24,24332.14,10377.78,36856.27,112485.12,30119.34,24494.6,24554.4815,"simple sugar transport system permease protein"
"ko:K21471",3917.79,8045.94,5710.25,11587.8,65814.33,77139.6,4928,1416.2,22206.47,5250.98,13146.9,46375.06,48087.37,851.02,17335.1,8149.53,19965.61,60241.66,39500.92,29285.8,24447.8165,"peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]"
"ko:K00655",27991.41,9249.4,14768.32,23426.37,35693.82,28258.9,10583.5,33390.4,49968.49,13885.96,17915.47,28869.33,20982.98,6295.48,27261.82,18713.32,36944.18,35068.31,30596.72,19039.7,24445.194,"1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]"
"ko:K02355",15380.07,6394.17,11437.81,19374.51,41034.79,22038,11038.75,31553.4,52784.86,9465.04,18469.72,25773.55,21756.03,3767.69,23579.98,19134.84,48974.48,61619.77,28909.7,15976.35,24423.1755,"elongation factor G"
"ko:K00525",26498.81,8580.98,14962.66,22419.67,15433.57,41760.2,14125.75,33170.4,31830.32,13832.54,19611.53,24502.07,15106.83,6273.19,27104.79,23911.6,60926.74,35060.2,33946.13,18693.85,24387.5915,"ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]"
"ko:K02755",14705.07,13700.23,1685.92,10195,42584.39,146188.3,5445,701.4,13037.71,10423.77,11480.62,54273.32,45093.24,3072.37,24699.1,6596.02,9210.32,1623.42,18845.61,53509.5,24353.5155,"beta-glucoside PTS system EIIA component [EC:2.7.1.-]"
"ko:K01803",15348.87,6412.57,11527.73,19349.47,47640.53,23416.2,9934.75,32112.4,36328.06,9293.64,18518.43,25592.04,27537.34,3667.16,23202.85,19294.37,49540.62,61794.84,30255,15809.95,24328.841,"triosephosphate isomerase (TIM) [EC:5.3.1.1]"
"ko:K00615",19429.98,5788.83,10417.43,18485.17,58343.03,79692.2,5976.75,33190.4,33443.96,8942.65,14360.92,27855.16,24943.03,3815.33,19129.95,11633.68,30805.91,35238.88,28397.46,15635.35,24276.3035,"transketolase [EC:2.2.1.1]"
"ko:K01515",26942.88,10140.95,10759.92,22211,34027.73,66129.1,8928.75,867.8,16435.36,13905.86,20418.18,34486.35,27958.25,6250.12,28194.25,20852.67,42464.12,34404.21,29418.66,30473.85,24263.5005,"ADP-ribose pyrophosphatase [EC:3.6.1.13]"
"ko:K01258",26521.25,9669.95,10222.48,26322.2,34940.99,39099.1,9701,571.3,37965.21,13596.52,21310.62,34939.19,24439.85,6229.45,30466.57,21162.17,16489.47,59402.88,30796.18,30433.6,24213.999,"tripeptide aminopeptidase [EC:3.4.11.4]"
"ko:K03497",2523.42,4117.95,10400.11,11046.04,77462.67,21323,6001.75,32956.4,37363.45,4482.29,13207.99,27841.37,36477.83,976.06,16575.54,14839.7,51742.11,61216.71,37923.31,13007.45,24074.2575,"ParB family transcriptional regulator, chromosome partitioning protein"
"ko:K03217",14217.4,8179.45,10408.29,14076.77,35544.81,36939.8,10146.75,31553.8,34794.1,9438.19,15428.98,35755.83,32287.79,3451.83,23092.42,19189.5,47077.36,35174.74,33658.66,28027.35,23922.191,"YidC/Oxa1 family membrane protein insertase"
"ko:K00951",26518.81,8907.01,14009.8,22465.27,28269.23,26793,15085.5,2004.4,47292.66,13960.72,19105.14,27462.15,21951.11,6185.33,29178.49,23734.68,56307.05,33081.75,35401.96,19050.1,23838.208,"GTP pyrophosphokinase [EC:2.7.6.5]"
"ko:K01783",14169.4,7730.12,9221.29,14047.77,33821.31,51676.8,10143.75,31358.8,32928.1,9332.19,14671.58,36606.79,26009.55,3370.83,22878.42,18991,46905.69,33187.74,31307.23,28004.35,23818.1355,"ribulose-phosphate 3-epimerase [EC:5.1.3.1]"
"ko:K03655",14285.02,7736.84,9968.7,14380.1,48975.51,35933,10018.75,32142.4,31099.46,8790.04,16327.47,25076.98,24712.47,3427.36,21806.76,19470.18,68126.45,34639.95,32665.03,15820.35,23770.141,"ATP-dependent DNA helicase RecG [EC:3.6.4.12]"
"ko:K00648",26725.62,9367.34,10405.47,23243.47,23276.79,28341.5,14949,31372.4,47153.7,13876.54,18738,27233.76,17929.16,8851.61,25096.73,23214.52,43333.07,31768.52,28590.75,18573.6,23602.0775,"3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]"
"ko:K00852",39128.94,11156.84,19752,32399.6,33978.68,27881.5,12910,1616.4,17453.97,18600.04,25538.6,23274.16,21549.4,9171.31,31991.08,28347.67,28533.48,36805.56,29892.99,20990.1,23548.616,"ribokinase [EC:2.7.1.15]"
"ko:K03466",14692.78,9254.6,13385.43,14195.17,27106.04,23949,10050.75,61095.4,33113,8946.07,13944.28,29538.31,30150.3,3503,21190.87,21158.16,50845.38,33983.86,34011.48,16008.35,23506.1115,"DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family"
"ko:K01972",26581.81,8482.34,10006.83,22378.77,29922,25084,14095.75,31239.4,30299.66,13662.72,19016.31,24791.03,19837.57,6073.33,26292.71,23260.68,55705.65,32642.84,32020.91,18670.85,23503.258,"DNA ligase (NAD+) [EC:6.5.1.2]"
"ko:K02238",15219.19,6209.3,12116.32,20153.57,39060.27,21892,9934.75,32109.4,37815.02,9476.23,19406.23,24503.52,22430.29,3775.65,21877.46,19041.44,46178.7,63081.75,28306.45,15830.55,23420.9045,"competence protein ComEC"
"ko:K01872",15317.25,6137.45,10769.28,19124.57,39386.53,22361,9934.75,31278.4,37183.86,8952.64,18287.43,25862.74,21984.78,3631.99,22377.11,20284.2,48195.05,61195.86,29728.85,15894.95,23394.4345,"alanyl-tRNA synthetase [EC:6.1.1.7]"
"ko:K00058",27350.38,8460.82,9791.16,22518.67,33712.68,54026.5,14282.75,2053.4,28041.82,14149.79,18047.68,25651.64,14523.28,6003.32,29308.47,24283.39,54941.4,30974.45,28456.67,18598.25,23258.826,"D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]"
"ko:K00928",14804.97,5525.6,9199.16,19016.67,41938.86,23861,6481.75,31285.4,50445.16,8852.04,15438,25258.83,22139.21,3548.69,21252.76,11506.58,44946.97,57604.49,35199.62,15779.35,23204.2555,"aspartate kinase [EC:2.7.2.4]"
"ko:K02913",13621.83,7932.91,8992.57,13947.87,26625.56,51306.8,10146.75,31382.8,31422.4,9277.36,14443.87,36665.41,29831.55,3333,22211.02,17300.75,45157.58,32586.82,29572.99,27916.35,23183.8095,"large subunit ribosomal protein L33"
"ko:K06867",25300,7502.73,7327.61,17041.8,4089.85,9144,8784.75,237388.4,3656.23,11996.12,13652.96,14328.75,5407.37,5813.61,19436.64,20600.64,20221.22,1903.94,10138.47,18595.25,23116.517,"uncharacterized protein"
"ko:K01262",14651.45,7995.37,13377.3,14202.77,28520.86,23034.8,6806.75,31494.8,54471.86,9380.04,17839.26,35453.49,21533.29,3880,23498.5,15289.25,44270.58,41013.86,27154.74,28039.55,23095.426,"Xaa-Pro aminopeptidase [EC:3.4.11.9]"
"ko:K06158",17345.29,6337.9,12772.83,20122.47,34601.17,22971,10877.75,1827.4,55908.44,9374.1,19828.58,26865.95,21276.15,3794.57,22318.27,19199.48,45847.75,64868.24,28575.85,15970.95,23034.207,"ATP-binding cassette, subfamily F, member 3"
"ko:K00626",14015.85,9836.15,11549.29,14076.4,29358.99,24130.1,5189,1938.8,20016.4,9991.57,14656.3,42320.21,29759.38,4262.42,31866.3,19786.7,79601.73,35051.37,33713.02,28607.5,22986.374,"acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"
"ko:K09815",26351.01,9644.01,11633.35,22337.07,14025.58,38578.1,15066.75,30290.8,45919.51,14043.09,16671.33,31145.67,14635.1,5965.86,28795.57,18395.45,28018.01,29475.25,22248.2,30913.25,22707.648,"zinc transport system substrate-binding protein"
"ko:K02909",26558.81,8482.34,13637.24,22378.77,28024,25571,14116.75,31239.4,29801.41,13603.72,18722.74,24207.1,18952.14,6246,25742.94,23713.18,43369.95,32557.34,27090.11,18670.85,22634.2895,"large subunit ribosomal protein L31"
"ko:K06173",14197.43,7758.24,10180,14079.17,30775.38,36507.8,10143.75,31319.8,32725.3,9255.19,15502.83,34427.5,23649.51,3437.33,22221.01,17753.25,45143.46,34516.42,29492.54,27939.35,22551.263,"tRNA pseudouridine38-40 synthase [EC:5.4.99.12]"
"ko:K02036",14197.31,7974.57,9182.3,14015.94,32120.08,35783.3,10146.75,31218.8,31334.74,9149.19,14617.91,35121.38,29415.53,3343.33,22234.65,17558.18,45068.94,32536.98,27468.23,27916.35,22520.223,"phosphate transport system ATP-binding protein [EC:7.3.2.1]"
"ko:K03630",26431.72,8134.34,8775.47,22248.77,28268.4,25932.7,9631.75,61566.4,29591.82,13031.72,16586.88,23719.16,20170.83,5963.66,25428.96,16072.68,32745.31,31891.44,25592.81,18548.85,22516.6835,"DNA repair protein RadC"
"ko:K06131",14633.32,7472.97,10202.18,14978.97,42990.63,36772,10162.75,3726.8,33639.44,9392.96,15954.14,35235.02,32247.57,3517.17,22954.09,17744.44,46987.51,35153.35,28550.42,27890.95,22510.334,"cardiolipin synthase A/B [EC:2.7.8.-]"
"ko:K06287",26511.81,7969.34,13933.4,22329.17,18980.5,25925.2,14156.5,32278.4,29692.91,13843.72,18877.34,23570.7,9332.57,6213.33,26521.87,23723.01,60694.82,32874.67,23059.11,18932.1,22471.0235,"septum formation protein"
"ko:K02794",27056.95,13352.93,15073.79,18538.67,20306.2,79919.2,9402,1011.6,11045.91,14116.67,14750.47,50474.29,34823.74,8768.08,27979.11,13802.67,7785.2,1861.42,22086.43,54307,22323.1165,"mannose PTS system EIIAB component [EC:2.7.1.191]"
"ko:K02520",26518.52,8482.34,9893.83,22361.27,27919,24868.5,13984.75,31239.4,29765.02,13585.72,18706.88,23561.5,18876,6045.62,25683.76,23256.18,43085.45,32410.84,27085.36,18670.85,22300.0395,"translation initiation factor IF-3"
"ko:K00981",26459.52,8493.34,12966.63,22315.27,27844,26013.5,18298.5,31405.4,29520.32,13932.72,16764.88,24969.86,20037.5,6023.33,25716.76,24377.68,33921.45,31729.84,26018.11,19035.1,22292.1855,"phosphatidate cytidylyltransferase [EC:2.7.7.41]"
"ko:K06183",28326.09,8283.47,14250.32,27323.6,28659.24,38098.8,12957,410.4,18613.18,14179.73,21036.55,22589.02,19468.14,6379.65,27377.52,20182.11,32119.08,59918.13,27049.21,18183.8,22270.252,"16S rRNA pseudouridine516 synthase [EC:5.4.99.19]"
"ko:K02954",14125.02,7551.24,9048.19,14006.77,34664.81,36093.8,10143.75,31382.8,31345.1,9167.19,14548.98,33315.88,27791.97,3350,22040.13,17498.68,43065.45,32396.84,25344.41,27916.35,22239.868,"small subunit ribosomal protein S14"
"ko:K00873",28814.16,8612,14514.77,24165.27,29557.25,25420,14014.75,1752.4,32398.88,13908.36,20093.24,24620.54,19805.01,6287.05,26219.82,24197.75,48133.41,35201.48,27597.54,18644.85,22197.9265,"pyruvate kinase [EC:2.7.1.40]"
"ko:K02346",14294.22,7347.24,9287.95,13085.77,36592.23,51610.8,10077.75,1791.8,30393.26,9057.52,14568.19,37229,29572.95,3351.03,22864.03,17408.42,47098.68,32518.33,27116.34,27867.35,22156.643,"DNA polymerase IV [EC:2.7.7.7]"
"ko:K07112",37760.3,10552.3,25699.88,29982.67,7010.65,15735.3,21475,527.4,10043.19,19109.23,24968.92,15639.84,6810.11,8687.38,30500.96,36426.52,70060.46,31436.66,24853.1,13749.1,22051.4485,"uncharacterized protein"
"ko:K03569",15115.25,4520.05,11742.07,19240.14,47173.86,9432.2,9792.75,31219,36194.26,8618.67,17560.16,15851.96,24250.49,3645.32,19836.97,20308.13,44511.2,62013.37,35607.35,3764.95,22019.9075,"rod shape-determining protein MreB and related proteins"
"ko:K03768",27537.32,8717.4,15363.81,23256.64,32057.47,24665.8,9686.5,1024.4,33568,13890.64,18692.7,24506.16,22263.77,6385.16,26707.78,16779.32,44729.07,36440.85,34197.41,18758.7,21961.445,"peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]"
"ko:K00806",15129.67,6029.57,10752.33,19190.57,27402.28,21883,9934.75,31239.4,35436.36,8865.64,17864.43,22752.48,19390.63,3660.16,21474.35,18906.48,45406.72,60494.04,25019.64,15806.95,21831.9725,"undecaprenyl diphosphate synthase [EC:2.5.1.31]"
"ko:K02756",14705.07,11952.83,1537.92,10195,38066.79,145341.5,5233,621,11138.91,9622.97,10510.42,41805.2,37335.55,3072.37,21283.9,6524.02,7133.03,1367.28,17357.24,41376.5,21809.025,"not_found"
"ko:K02757",14705.07,11952.83,1537.92,10195,38066.79,145341.5,5233,621,11138.91,9622.97,10510.42,41805.2,37335.55,3072.37,21283.9,6524.02,7133.03,1367.28,17357.24,41376.5,21809.025,"beta-glucoside PTS system EIICBA component [EC:2.7.1.-]"
"ko:K01759",14045.48,7330.18,9786.88,13774.7,18974.18,50416,11361.75,2676.8,48600.63,9903.25,15277.59,36997.64,21666.33,3459.22,21967.99,17542.73,47753.77,34234.75,21445.85,28056.75,21763.6235,"lactoylglutathione lyase [EC:4.4.1.5]"
"ko:K00948",15014.05,6193.17,9229.84,15822.77,40115.46,36145,9937.75,31332.4,30757.66,8601.21,14290.38,25351.98,30616.84,3426.69,19005.6,17833.68,43075.23,32648.95,29770.74,15783.35,21747.6375,"ribose-phosphate pyrophosphokinase [EC:2.7.6.1]"
"ko:K01424",26444.81,9421.41,9961.53,22276.77,28476.12,39660.6,9987.75,812.8,31792.45,13821.36,17410.26,31135.54,23917.66,8907.33,28947.69,15962.28,34406.44,31719.38,26188.72,23191.85,21722.1375,"L-asparaginase [EC:3.5.1.1]"
"ko:K00286",26729.81,8601.34,14487.99,22290.27,30406.08,26302,14080.75,1568.4,31095.16,13700.72,19475.24,25856.46,20584.71,6229.33,25176.06,23695.83,42866.66,34334.87,28122.54,18644.85,21712.4535,"pyrroline-5-carboxylate reductase [EC:1.5.1.2]"
"ko:K03572",14159.02,5630.84,5117.81,14003.27,25992.38,21555,10006.75,91083.4,29320.3,8376.22,13629.38,22304.32,18856.33,3344.66,18638.26,16822.51,42645.11,32212.84,23691.61,15881.35,21663.568,"DNA mismatch repair protein MutL"
"ko:K03701",14119.31,6120.17,9297.37,14088.17,41304.28,22978,10969.75,32433.4,46475.24,8840.22,13709.88,25193.58,27268.9,3352.33,19695.59,17627.01,46536.65,32506.17,24530.71,15950.35,21649.854,"excinuclease ABC subunit A"
"ko:K02986",14911.71,6011.17,10438.35,18133.17,26246.28,21881,9901.75,31239.4,34639.5,8743.22,17631.38,22667,19163.06,3544.33,21251.85,18468.18,45003.88,59923.75,24814.39,15806.35,21520.986,"small subunit ribosomal protein S4"
"ko:K02342",15001.49,6254.84,7960.42,15060.27,29290.01,23962,10981.75,31619.9,47752.59,9022.89,15003.09,24635.69,22119.81,6108.62,20615.97,15719.91,60037.68,34591.1,18392.55,15885.35,21500.7965,"DNA polymerase III subunit epsilon [EC:2.7.7.7]"
"ko:K03499",15154.51,5634.24,9378.97,18363.07,59978.36,20675.8,5418.75,558.4,33958,8487.82,15397.79,24711.15,28805.95,3439.8,23244.47,11621.21,36855.61,58833.53,32339.7,15566.95,21421.204,"trk system potassium uptake protein"
"ko:K04759",16175.51,7443.15,11850.67,19999.34,39433.29,21731.8,10029,1247.8,37430.84,10014.36,20010.75,31218.62,20127.03,3575.48,23030.4,17497.7,26460.79,62163.93,21293.69,27565.3,21414.9725,"ferrous iron transport protein B"
"ko:K00847",38935.43,10543.56,11748.71,27338.4,31237.96,56939.4,13810,3241.4,23172.63,17957.29,19499.68,23583.41,17469.38,8769.36,27993.07,24118.46,22050.38,3006.22,25532.4,20996.5,21397.182,"fructokinase [EC:2.7.1.4]"
"ko:K02793",27267.95,13172.93,10467.69,18565.67,18626.91,79738.9,9236,1539.6,10523.55,14087.49,14717.68,48625.8,31338.86,5803.44,26356.28,13274.67,8855.2,1824.42,19450.93,54307,21389.0485,"mannose PTS system EIIA component [EC:2.7.1.191]"
"ko:K02109",14033.02,6196.84,8791.96,13901.94,31077.39,22545.2,9982.75,61638.4,29227.3,8080.22,13559,22510.51,20094.73,3404,18131.86,17378.12,54096.79,31573.84,25680.75,15829.35,21386.6985,"F-type H+-transporting ATPase subunit b"
"ko:K00859",14976.38,5895.84,9444.29,19050.1,27059.03,21881,9934.75,31055.4,33720.66,8754.04,16955.05,22542.05,19333.67,3509.69,21176.56,18711.18,44906.05,58127.64,24717.21,15783.35,21376.697,"dephospho-CoA kinase [EC:2.7.1.24]"
"ko:K01207",25664.06,7864.27,13169.01,21090.4,20336.02,78758.3,13043.75,619.4,9833.13,12666.8,17706.21,27207.98,13429.37,5942.46,24732.38,21657.08,38938.95,30162.34,18557.54,25755.25,21356.735,"beta-N-acetylhexosaminidase [EC:3.2.1.52]"
"ko:K03498",14884.8,4792.03,12737.89,19245.07,49330.69,20154.8,5518.75,29943.4,32466,8175.82,15438.71,22586.89,19701.43,3525.96,22254.67,10723.96,33279.84,58498.36,28045.3,15527.95,21341.616,"trk system potassium uptake protein"
"ko:K04771",14589.66,5623.33,9598.86,18074.04,32387.99,22335.9,9051.75,33486.4,16469.21,9094.49,17114.73,23800.82,20353.56,3582.17,21511.65,18445.15,48173.1,58366.72,28035.36,15616.95,21285.592,"serine protease Do [EC:3.4.21.107]"
"ko:K03624",15771.01,6005.24,9242.08,15046.07,40633.29,22517,9934.75,31288.4,32030.36,8637.64,14202.18,23698.65,26716.17,3446.49,19666.55,19176.98,44901.23,33348.24,33390.74,15871.95,21276.251,"transcription elongation factor GreA"
"ko:K03547",14461.23,7908.85,8994.96,15006.57,32798.16,37644.8,10044,1672.8,32365.91,9053.61,15158.78,34998.74,26265.78,3375.32,22439.71,17449.47,41153.96,33209.91,33448.81,27606.7,21252.9035,"DNA repair protein SbcD/Mre11"
"ko:K02945",15330.73,6060.57,10587.41,15016.31,44122.21,21881,9934.75,31239.4,31553.73,8938.31,15142.55,24888.78,23412.46,3493.49,19055.75,18110.2,43414.61,34835.95,31525.93,15806.95,21217.5545,"small subunit ribosomal protein S1"
"ko:K01881",14147.4,5982.72,9137.18,14035.27,27988.71,36053,10014.75,31278.4,31284.8,8421.22,13792.63,30289.75,20634.75,3370.83,21840.67,18970.5,44749.69,33027.74,25930.21,23263.35,21210.6785,"prolyl-tRNA synthetase [EC:6.1.1.15]"
"ko:K07461",14166.2,7548.79,8646.57,13870.87,24790.4,35954.6,9014.75,30229.8,16179.97,8431.86,14617.65,34690.68,28349.44,3292.83,21448.49,18497.94,40511.48,32764.52,33230.86,27837.35,21203.7525,"putative endonuclease"
"ko:K03496",2615.51,4511.34,5688.02,6825.41,57956.49,21637.2,6928.75,33415.4,46796.36,4533.18,9318.71,28784.23,26410.47,823.75,14357.79,11840.64,63724.18,32993.39,30727.21,13062.85,21147.544,"chromosome partitioning protein"
"ko:K00627",13142.22,7976.27,7899.05,12911.9,6551.66,38503.8,9392.75,31554.8,15057.31,8641.93,13032.22,43143.82,19195.43,3307.5,28543.36,20148.54,49408.03,30526.65,27822.63,35290.75,21102.531,"pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]"
"ko:K03686",14319.22,6876.84,9428.63,14139.44,36853.86,21913,10916.75,31265.4,46137.8,8961.22,13819.71,24399.11,21175.07,3378,19273.08,17647.01,43600.59,32361.64,27606.52,15950.35,21001.162,"molecular chaperone DnaJ"
"ko:K16087",62389.79,13566.5,10050.87,42027.9,8735.45,17284.2,24851.75,1118,3633.24,26949.5,28066.36,8684.25,1565.14,13776.16,39407.69,37260.66,40453.87,3141.66,22170.25,14869.75,21000.1495,"hemoglobin/transferrin/lactoferrin receptor protein"
"ko:K03733",14062.02,8340.24,9170.26,14051.54,23890.28,22181.8,10063.75,31279.8,32615.15,9372.02,14473.41,32203.72,18741.4,3369.33,22808.73,18832.68,45101.1,33156.34,27552.88,28004.35,20963.54,"integrase/recombinase XerC"
"ko:K06925",26517.81,8449.34,13422.97,22311.27,27868,25350,14047.75,1752.4,29745.16,13576.72,18667.31,23924.89,18867.57,6155.33,25296.76,23684.18,41483.45,32352.84,27064.11,18621.85,20957.9855,"tRNA threonylcarbamoyladenosine biosynthesis protein TsaE"
"ko:K00111",26658.57,9133.89,15401.84,23291.27,16266.33,25923.2,13155,2473.4,16615.64,13454.39,21333.7,23011.42,12445.36,6431.5,29829.56,27189.53,53275.37,35950.46,27779.63,18338.6,20897.933,"glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]"
"ko:K05592",16026.62,7521.46,11147.86,15711.94,31124.45,37912.8,5577.75,1567.8,38404.73,8594.85,15124.2,38305.34,32025.08,3610.01,21008.23,11902.61,26825.6,38200.93,29424.93,27851.55,20893.437,"ATP-dependent RNA helicase DeaD [EC:3.6.4.13]"
"ko:K03469",14536.77,5924.99,9558.66,13145.47,27812.54,22871,14348.75,31342.4,29225.51,8748.47,15505.54,23841.38,20963.84,3331.67,19006.88,24507.8,56264.68,32777.4,27522.31,15953.75,20859.4905,"ribonuclease HI [EC:3.1.26.4]"
"ko:K06217",25442.18,8414.28,13360.51,21338.07,27897.33,25477,14012.75,1752.4,28978.4,13454.3,18326.87,23784.17,18567.04,6178.17,25473.5,23504.88,42839.22,32104.64,26984.11,18621.25,20825.5535,"phosphate starvation-inducible protein PhoH and related proteins"
"ko:K00760",15028.67,6012.57,11269.34,19248.07,33651.28,21226.8,9848.75,670.4,35858.06,8481.64,18306.93,25004.86,24836.48,3634.16,22081.81,18683.66,44503.89,61202.46,20735.35,15760.95,20802.3065,"hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]"
"ko:K02343",14196.02,6439.84,9835.83,14092.77,26350.71,22464,14381.75,31455.4,29712.3,8931.22,15818.95,23693.25,20030.43,3312.33,19110.76,24749.68,56505.45,33216.84,25255.61,15954.35,20775.3745,"DNA polymerase III subunit gamma/tau [EC:2.7.7.7]"
"ko:K00942",14157.18,6090.84,9010.63,14021.77,40096.96,22009,9937.75,31253.4,29654.3,8382.56,13909.38,25705.31,28789.17,3343.33,18950.77,17479.68,44171.45,32346.84,29565.74,15783.35,20732.9705,"guanylate kinase [EC:2.7.4.8]"
"ko:K07025",14715.46,7645.39,8022.66,12968.5,30857.75,38883.6,7665,834.8,64474.91,8911.23,11733.47,40170.04,30407.91,3333.79,19499.38,11642.57,18340.48,30477.49,26141.89,27853.5,20728.991,"putative hydrolase of the HAD superfamily"
"ko:K05837",13940.02,7609.91,9487.69,13896.77,25803.64,35365.8,10063.75,31319.8,30849.27,9071.86,14453.54,29748.76,20744.98,3339.66,21349.04,17184.85,39194.51,32057.48,20058.76,27916.35,20672.822,"rod shape determining protein RodA"
"ko:K01951",14319.6,6009.17,9630.69,14063.34,30078.13,22206,10176.5,31416.4,29866.88,8435.22,13957.21,23829.65,20244.84,3443.04,19936.75,17632.33,59635.99,32759.83,29006.34,16044.6,20634.6255,"GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]"
"ko:K07007",15840.87,5447.24,11533.84,19208.87,24051.46,22494.2,8981.75,2521.4,19235.06,8750.64,18633.97,22928.58,13430.49,3594.82,23883.05,19053.81,65629.54,62134.04,29672.24,15593.95,20630.991,"3-dehydro-bile acid Delta4,6-reductase [EC:1.3.1.114]"
