"pathway","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","max_abundance","median_abundance","prevalence","prevalence_pct","description","description_lower","category"
"PWY-7234",16155.4540441967,6802.53296101057,8880.79899550473,12699.842007189,16228.6708742197,23197.931895793,10642.7178897143,31254.2320853311,14541.8765333258,9441.04177032634,12752.48820277,24080.5705012776,17254.680555786,3789.07252007366,19373.8498252232,18156.4156672803,40999.7053907818,6176.5246471294,23215.7455595975,18029.6302698218,16683.6891098176,40999.7053907818,16456.1799920187,23,115,"inosine-5'-phosphate biosynthesis III","inosine-5'-phosphate biosynthesis iii","Biosynthesis"
"PWY-7111",19210.8736850731,7580.47052940109,6478.06298417132,13244.8917226702,25353.2168840805,29975.9919481025,11610.336916278,2195.54329773859,25490.093972293,10844.1714822365,12748.615238193,17659.7595230193,12934.379933776,4277.96983543481,17184.2552884402,19770.4444388936,51920.3725883253,4432.96845008435,28430.4343141078,12308.3571611607,16682.560509674,51920.3725883253,14963.7261161721,23,115,"pyruvate fermentation to isobutanol (engineered)","pyruvate fermentation to isobutanol (engineered)","Fermentation"
"VALSYN-PWY",18133.9498365849,6847.42865017581,8448.5408687091,13756.0135298764,26739.1919511938,26402.8689567887,12290.5705755051,2524.50674493555,28073.0546571593,10266.3583612108,12499.6286799696,18342.7724336061,14026.1715757099,3964.3538402372,17607.1047700704,19949.8524768953,47142.4414328637,6139.25881793573,27038.168809718,12120.5740666907,16615.6405517918,47142.4414328637,15320.9060637508,23,115,"L-valine biosynthesis","l-valine biosynthesis","Biosynthesis"
"THISYNARA-PWY",15183.5658892673,4870.48038958158,9150.13717554991,14398.6189044662,26584.4357339677,15631.2079337883,7253.81794555847,2020.08487211472,33089.4648457923,8106.49705089436,13296.0316975017,22738.7313648454,17980.7136827605,3554.23805082436,16692.7418334254,14475.5975327456,36199.5143056074,32626.5243246363,22773.2188709847,15031.5893045148,16582.8605854413,36199.5143056074,15407.3869115278,23,115,"superpathway of thiamine diphosphate biosynthesis III (eukaryotes)","superpathway of thiamine diphosphate biosynthesis iii (eukaryotes)","Biosynthesis"
"ILEUSYN-PWY",18103.1467411832,6824.47082077658,8448.5408687091,13756.0135298764,26191.8615046666,26377.4273492782,12277.3044134387,2259.07114634658,28073.0546571593,10146.0431931788,12499.6286799696,18342.7724336061,13129.0067586241,3964.3538402372,17607.1047700704,19745.5164026341,43958.4846165272,6881.31811476656,26410.0058047572,12120.5740666907,16355.7849856248,43958.4846165272,15055.8992577506,23,115,"L-isoleucine biosynthesis I (from threonine)","l-isoleucine biosynthesis i (from threonine)","Biosynthesis"
"PWY-7228",16076.7194632812,5683.47665978649,9045.59144009784,13445.0489658379,15933.7180356624,14099.3745234297,10947.6521712992,34161.6791529373,27293.3966041543,8671.49467958123,12154.8766003587,17109.7252656101,16345.0942615907,3748.14722682462,18066.260036929,18588.225216903,45680.8825538325,7507.16872947353,24639.9570464781,7813.51262487311,16350.600062947,45680.8825538325,16005.2187494718,23,115,"superpathway of guanosine nucleotides de novo biosynthesis I","superpathway of guanosine nucleotides de novo biosynthesis i","Biosynthesis"
"PWY-6628",16772.2425595703,6843.5678620872,9386.0818572905,14584.2765001637,20697.4579980718,20218.1354688894,11475.4518375666,1791.32868109772,23977.3337159586,9779.65365429504,13933.2999329208,24401.0536233982,13322.9791603057,3907.57173999162,20045.8120506795,19582.536728249,43008.2395960256,11415.4587279864,23894.0418447292,17611.0128580416,16332.3768198659,43008.2395960256,16552.3096897181,23,115,"superpathway of L-phenylalanine biosynthesis","superpathway of l-phenylalanine biosynthesis","Biosynthesis"
"PWY0-1061",22302.9941372948,8150.99136404803,8648.4244524513,19785.6040253647,13972.4722406996,28878.056509601,13319.2814847799,1027.48595770651,27377.2560169085,11946.9199089568,14557.9396741071,25133.6149244338,12491.401325921,4988.40080482029,22656.7919621113,19236.8331928628,27538.4986194454,2741.91058371435,20868.6940043792,21017.6264473027,16332.0598818455,28878.056509601,17784.4465373541,23,115,"superpathway of L-alanine biosynthesis","superpathway of l-alanine biosynthesis","Biosynthesis"
"PWY-6125",15891.3885332754,5596.06516519613,8928.7118662208,13489.5503030038,16958.0035283242,14574.3786438283,10754.6284405834,33667.7733983085,27454.0977338161,8454.764102154,12147.6370205899,17291.2569780591,16478.7467305936,3660.1382608803,17824.6568574692,18118.5187698975,43711.1533992253,8433.63888510005,23312.3361347472,8409.18149315169,16257.8313122212,43711.1533992253,16074.6099227483,23,115,"superpathway of guanosine nucleotides de novo biosynthesis II","superpathway of guanosine nucleotides de novo biosynthesis ii","Biosynthesis"
"FOLSYN-PWY",15394.3118314233,6105.12991999739,9060.10858771892,12655.8834299804,18363.4669431372,13485.921213294,10130.9448284345,10185.3399666987,28243.4011608732,8711.50937936902,13492.4393084378,21137.3904299992,15005.5838616783,3636.60431507622,18622.8423367831,18347.1130488573,48390.6577202552,14221.0966195834,25333.1408286314,13305.7172809909,16191.430150561,48390.6577202552,14613.3402406308,23,115,"superpathway of tetrahydrofolate biosynthesis and salvage","superpathway of tetrahydrofolate biosynthesis and salvage","Biosynthesis"
"DAPLYSINESYN-PWY",16944.0346002464,6171.28263876038,7723.83590156586,14217.4843228624,25590.6746576815,24065.1850632468,7940.79113731297,33134.0594941164,24928.3119978403,9174.02990848692,12240.5723844373,17752.1286513066,17284.1993846947,3973.57809378618,16153.7811126727,12853.8550141227,29427.2525099811,8754.53652748705,23207.3984513965,9359.58321652209,16044.8287534263,33134.0594941164,16099.3049330495,23,115,"L-lysine biosynthesis I","l-lysine biosynthesis i","Biosynthesis"
"PWY66-389",3334.63229066889,7374.01756688077,8985.38580213204,8910.22052736243,14549.6969580379,13050.1699316914,8291.32800089701,1686.78221182788,29569.3391747415,6240.96481180135,13538.1288419477,25088.2605590406,10396.6423798388,1825.94229891276,22762.3794692313,20516.8571195809,71220.2877103688,8310.22257939223,32838.7368476838,11891.9730926339,16019.0984087336,71220.2877103688,12471.0715121627,23,115,"phytol degradation","phytol degradation","Degradation"
"PWY-5097",18095.9226796475,5687.25932697701,7916.89539457216,14885.1105377584,29071.1043142689,24845.9011124161,8771.34531072682,4953.02400632626,35293.8345596452,9426.22369756097,12141.5070238008,15017.3777162899,16768.896032043,4173.67141551482,16654.1562213144,13333.2710314243,33868.7227981607,10554.3121414926,23473.6142511112,8063.54744237586,15649.7848506714,35293.8345596452,14951.2441270242,23,115,"L-lysine biosynthesis VI","l-lysine biosynthesis vi","Biosynthesis"
"PWY-7345",19524.8183372084,6707.59332711688,10615.9607723002,16955.1001488966,28335.2708046518,17705.2551232239,9274.50690046851,1889.01655999307,23747.3366468882,10297.0919294798,14408.6561110526,18034.7844027513,15943.6816224523,4557.29993050384,21541.9253055955,15825.1422147168,30766.8260730563,10493.6033136688,22893.5576288857,13009.8214607351,15626.3624306823,30766.8260730563,15884.4119185845,23,115,"superpathway of anaerobic sucrose degradation","superpathway of anaerobic sucrose degradation","Fermentation"
"PENTOSE-P-PWY",19549.6548886813,6454.55347702631,8183.60655678589,17015.8135781044,22424.6671866549,31668.9918820293,7907.37777691976,4101.1240065555,27235.4979152288,9719.06162114233,13585.468633405,23823.5790974763,17907.902816303,4316.9587364868,19089.2022918056,13493.6481884897,25074.7306168991,3258.76067383794,18386.006279826,18570.8344881133,15588.3720355885,31668.9918820293,17461.8581972037,23,115,"pentose phosphate pathway","pentose phosphate pathway","Energy Metabolism"
"PWY-6630",16690.1453467463,6675.34246681977,9023.7704967189,14544.291084735,20300.8237867051,20116.2765038118,9640.48516729202,1766.66366525914,23932.8598514362,9597.75088937174,12750.232313601,23101.8977028442,12665.0004011588,3881.75514508586,19201.1603561783,16225.3462291312,36822.863964761,8812.45724029944,23381.6101515741,17532.415990694,15333.1574377112,36822.863964761,15779.2518334212,23,115,"superpathway of L-tyrosine biosynthesis","superpathway of l-tyrosine biosynthesis","Biosynthesis"
"PWY-724",17614.1412133002,5606.83597388918,7901.32165190156,15167.1662506816,26371.0937768123,24161.7005728925,8111.87852197675,2782.40300996623,30328.7703257279,9282.30720588071,12442.7162653636,16089.4671699643,15103.3577749136,4056.15214621999,17334.4494622145,13775.8679680607,34590.0607944368,13073.1758853669,23369.6267633657,9391.68519898104,15327.7088965958,34590.0607944368,15135.2620127976,23,115,"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II","superpathway of l-lysine, l-threonine and l-methionine biosynthesis ii","Biosynthesis"
"PWY-6612",14218.8354373739,5756.68504582888,8800.37002686105,11167.3496636182,16323.246362413,11045.2338346431,9498.29248655277,7618.6944562494,27501.758776656,8038.24138152908,12554.936153445,19976.5907327846,14035.1244303863,3362.09230346072,16871.0218157817,17634.4547595214,47724.6128993774,11092.1790519753,24722.619472733,11949.011355213,14994.5675223202,47724.6128993774,13295.0302919157,23,115,"superpathway of tetrahydrofolate biosynthesis","superpathway of tetrahydrofolate biosynthesis","Biosynthesis"
"PWY0-1297",20801.8943847777,7195.44728873933,10509.4249541773,17022.4794198053,22420.948903191,25330.6266049036,7232.7024910517,461.081264062629,11728.768297949,10248.1179550718,14378.2093303516,23487.2828084708,18409.5066360965,4777.88355452614,21511.6004631509,13732.6280600779,20935.809443806,8418.61474937936,20135.8422727617,20238.4201203644,14948.8644501357,25330.6266049036,15985.6719349705,23,115,"superpathway of purine deoxyribonucleosides degradation","superpathway of purine deoxyribonucleosides degradation","Degradation"
"PWY-5103",17107.7238882964,6495.97329452734,8247.52398273123,12636.3461346941,22416.1789388427,24960.0708793007,11690.9428618731,2071.27310311818,26545.68375504,9585.95389335388,11512.769949952,16005.7605147684,11512.9357728198,3738.74008696957,15478.8901261277,18713.4028028011,39733.4547690794,4559.33541635978,24718.3826800062,11104.4211334007,14941.7881992031,39733.4547690794,13789.0671669486,23,115,"L-isoleucine biosynthesis III","l-isoleucine biosynthesis iii","Biosynthesis"
"FERMENTATION-PWY",22008.4553052009,6702.85531165456,11859.1692781813,17908.28056654,12677.1720634488,16221.4328026156,11953.5617847271,4053.26344034166,31683.039409099,10989.0224548747,15477.1721421725,18478.4842222692,7541.34898511746,5175.76580134135,20674.9230772673,18569.258677816,25597.6760603674,9213.00339168872,21942.0150773852,9822.42470584619,14927.4162278977,31683.039409099,15202.2941850351,23,115,"mixed acid fermentation","mixed acid fermentation","Fermentation"
"DENOVOPURINE2-PWY",16077.3277944921,6134.36793436303,9261.25686601849,13758.5895281518,18134.3188872138,17394.702101061,9715.30594540281,3093.79403741139,22986.9777481082,8935.80730317166,12818.6552551601,19657.8267598909,16838.1957878673,3735.56433654491,18703.9243184071,16288.5235670309,40218.9342905329,9022.96716072402,23406.988970958,10747.6215883079,14846.5825090409,40218.9342905329,15461.9551517665,23,115,"superpathway of purine nucleotides de novo biosynthesis II","superpathway of purine nucleotides de novo biosynthesis ii","Biosynthesis"
"PWY-6897",16079.8415027836,5624.68488208405,7641.06769545101,15424.8998635051,24358.6008234732,8066.07899181787,6186.78530255889,1609.67473701359,24121.8345568166,8252.56360006211,12978.8903919838,22320.7149582544,14168.3836222944,3688.36525081192,18798.8266986402,11687.8313252922,24651.575865268,32766.489493751,21312.1133993656,16915.8233533798,14832.7523157304,32766.489493751,15128.8260896177,23,115,"thiamine diphosphate salvage II","thiamine diphosphate salvage ii","Salvage Pathways"
"PWY-7229",17823.0091023429,6362.76080448001,9588.05879105932,13952.5649052151,20230.6430680958,17711.4851842063,8720.07408310187,1283.67928685639,26696.048294057,9349.82335597817,12723.9289377044,19385.7046551488,17416.5308588482,3996.66301962375,18052.581287053,13883.5295357628,35683.899187777,7504.88486577855,20975.9962637423,10942.3677285068,14614.2116607669,35683.899187777,14283.388282991,23,115,"superpathway of adenosine nucleotides de novo biosynthesis I","superpathway of adenosine nucleotides de novo biosynthesis i","Biosynthesis"
"BRANCHED-CHAIN-AA-SYN-PWY",17220.7178828067,6398.27298249392,6182.52514951435,12635.7906449808,22659.3255507059,24687.8053957687,9877.75817913824,1727.74261479474,26563.4388163499,9444.71045498803,10853.7228997577,15817.5466659022,11142.9003558725,3755.57218828992,15641.9154421801,15909.0315795638,40764.6561104456,4349.16745937696,24973.761334086,11042.5040608209,14582.4432883918,40764.6561104456,13609.1169666863,23,115,"superpathway of branched chain amino acid biosynthesis","superpathway of branched chain amino acid biosynthesis","Biosynthesis"
"RIBOSYN2-PWY",14093.4280878025,4578.46330326296,8482.85936673144,11227.6334517175,17978.2531124852,21723.6929176378,9900.58589190666,31352.9089282055,25290.0895414173,7489.56889819411,10647.8071094685,13095.8752747046,11048.4747159056,3311.36076167898,13654.5748603945,16670.4617829221,38894.6953852196,7975.06384723939,18663.1209531823,5410.91704988866,14574.4917619983,38894.6953852196,13375.2250675496,23,115,"flavin biosynthesis I (bacteria and plants)","flavin biosynthesis i (bacteria and plants)","Biosynthesis"
"PWY-6470",1120.56350303911,5116.8796697104,4419.99630728517,10971.7830221075,24370.212834454,25666.1305056875,1047.41823248509,1320.57627034845,24023.3785964085,5243.74414018198,11300.771700794,25127.4602989858,20058.2031239994,928.795970715391,17253.654851292,9456.3562698819,23920.9672111987,34756.8155560871,25024.5508342022,17829.0644710478,14447.8661684956,34756.8155560871,15850.7605098938,23,115,"peptidoglycan biosynthesis V (&beta;-lactam resistance)","peptidoglycan biosynthesis v (&beta;-lactam resistance)","Biosynthesis"
"PWY-6147",13630.2166560535,6192.08059153831,9859.82168361295,8837.87012667483,12052.3574527761,7540.28883248677,10237.593728904,3373.04585300161,27881.2758974259,7871.92708473051,10926.2789844401,23423.6586019913,13171.3313913649,3198.08504442407,16269.5137641136,16725.6790382754,44779.5073063714,6270.94246185344,21598.3270841822,17727.4944523082,14078.3648018265,44779.5073063714,12611.8444220705,23,115,"6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","6-hydroxymethyl-dihydropterin diphosphate biosynthesis i","Biosynthesis"
"PWY-7977",20539.4872669497,4921.4245442273,9291.90240384043,15237.6978961207,30887.6358540027,10522.4426905697,7549.67515749846,2602.97637373394,26973.8055569667,10014.1891338023,12337.3256467934,12042.2999798991,9570.00941576576,4394.18474401418,15151.5433493761,15633.5917918579,34580.1749683188,4962.68150643063,24965.4229036989,5745.03507214064,13896.1753128004,34580.1749683188,12189.8128133463,23,115,"L-methionine biosynthesis IV","l-methionine biosynthesis iv","Biosynthesis"
"PWY-6126",17150.6130750405,5858.67166656636,9006.64625283985,13107.6727999844,16605.6202441009,14696.2793883289,8850.81764157871,1487.41283548993,25732.6292632061,8860.84324123713,11771.0155448096,17008.2816969344,15769.5659306079,3836.43154757924,17062.241455456,14120.6802947112,35543.9503934994,6136.44847254353,20319.5237588958,8492.21228914901,13570.8778896279,35543.9503934994,13845.7790921696,23,115,"superpathway of adenosine nucleotides de novo biosynthesis II","superpathway of adenosine nucleotides de novo biosynthesis ii","Biosynthesis"
"PWY-6317",16805.1096544059,6646.52236913073,7760.70894915345,10547.7878174189,31178.8849055925,22265.9905959667,7079.11564466534,584.803725097015,29663.4699694696,8646.59672273755,9487.82648542956,24972.0650207009,22228.4787850369,3704.13155198127,16903.247508488,8632.03858138497,4589.38590825723,4285.85636044651,15802.3712468923,19273.8951279724,13552.9143465114,31178.8849055925,12050.3510819652,23,115,"D-galactose degradation I (Leloir pathway)","d-galactose degradation i (leloir pathway)","Degradation"
"NONMEVIPP-PWY",14572.3888705383,4136.9635402902,9031.33031265347,13433.5439694996,20534.5912910946,8956.2028874154,9762.03572824849,6753.942098233,27184.6531989608,7817.72204976643,12291.6903332051,11337.6870198829,7849.24005680837,3349.691570027,14661.9743598119,17497.3309579249,40724.7069143531,13852.6567192749,21975.4179754108,4389.88124035603,13505.6825546878,40724.7069143531,12862.6171513524,23,115,"methylerythritol phosphate pathway I","methylerythritol phosphate pathway i","Other Metabolic Pathways"
"PWY-7560",14572.3888705383,4136.9635402902,9031.33031265347,13433.5439694996,20534.5912910946,8956.2028874154,9762.03572824849,6753.942098233,27184.6531989608,7817.72204976643,12291.6903332051,11337.6870198829,7849.24005680837,3349.691570027,14661.9743598119,17497.3309579249,40724.7069143531,13852.6567192749,21975.4179754108,4389.88124035603,13505.6825546878,40724.7069143531,12862.6171513524,23,115,"methylerythritol phosphate pathway II","methylerythritol phosphate pathway ii","Other Metabolic Pathways"
